fecha_hora,pm25,pm10,no,no2,nox,ozono,co
2022-01-01 00:00:00,27.5,34.75,9.8481,11.385575,21.23365,6.1000000000000005,0.777783
2022-01-01 01:00:00,33.0,31.5,8.36045,10.14955,18.509975,4.875500000000001,0.805414
2022-01-01 02:00:00,35.333333333333336,43.66666666666666,7.663,10.24995,17.9129,4.253,0.68285
2022-01-01 03:00:00,33.1494,38.5,11.2139,11.096675,21.081725,4.019333333333333,0.6024
2022-01-01 04:00:00,25.03793333333333,32.666666666666664,9.725425,11.30785,21.033275,3.260666666666667,0.648254
2022-01-01 05:00:00,28.311675,31.75,11.392666666666663,10.018575,20.21815,4.221,0.654533
2022-01-01 06:00:00,26.86324,30.75,21.713,10.64805,27.350466666666662,4.5695,1.07362
2022-01-01 07:00:00,29.179925,26.0,7.82225,9.50615,17.328400000000002,3.0,1.000244625
2022-01-01 08:00:00,22.92175,29.0,8.130133333333333,9.7034,15.745975,3.0,0.92686925
2022-01-01 09:00:00,18.216320000000003,25.75,8.0177,9.135833333333332,15.906025,9.526666666666666,0.8534938750000001
2022-01-01 10:00:00,18.99852,27.75,7.5134,6.785299999999999,14.2987,14.836666666666666,0.7801185
2022-01-01 11:00:00,15.953534,24.0,3.950875,3.9546,7.477275000000001,19.56,0.706743125
2022-01-01 12:00:00,18.28538,24.75,3.772775,5.162,8.0487,22.703333333333333,0.6333677500000001
2022-01-01 13:00:00,16.26714,29.0,2.1913,4.5277,6.4646,23.67,0.5599923750000001
2022-01-01 14:00:00,18.329225,19.666666666666668,6.313866666666667,7.328366666666667,13.642233333333332,25.12333333333333,0.486617
2022-01-01 15:00:00,18.42554,19.0,5.6212333333333335,7.177,12.798233333333334,21.60333333333333,0.4352085
2022-01-01 16:00:00,18.03612,29.0,7.675133333333332,7.826799999999999,18.80105,18.05333333333333,0.3838
2022-01-01 17:00:00,22.87166,24.666666666666668,5.359275,7.795225,13.1545,14.12,0.57031
2022-01-01 18:00:00,17.43308,22.666666666666668,10.785575,11.200225,21.9858,8.923333333333334,0.75682
2022-01-01 19:00:00,20.24568,20.666666666666668,14.935033333333337,12.331866666666668,27.266900000000003,7.173333333333333,0.857783
2022-01-01 20:00:00,21.99564,28.5,16.9926,15.138025,32.1306,6.56,1.2531
2022-01-01 21:00:00,21.07552,29.25,13.550125,13.545525,27.0956,5.445666666666667,0.88415
2022-01-01 22:00:00,22.2724,27.75,15.301,12.37435,27.675375,5.427,0.93625
2022-01-01 23:00:00,21.06988,32.5,15.4743,11.340425,26.814725,6.011333333333333,1.08828
2022-01-02 00:00:00,20.62656,24.0,12.4724,10.69975,23.172125,5.484999999999999,0.849633
2022-01-02 01:00:00,19.3023,28.25,9.739375,8.992275,18.731625,5.574333333333333,0.633821
2022-01-02 02:00:00,17.860419999999998,32.5,13.5621,9.169833333333337,22.73193333333333,5.8743333333333325,0.609435
2022-01-02 03:00:00,15.54356,22.75,10.872166666666669,8.0097,18.881833333333333,5.1,0.483145
2022-01-02 04:00:00,13.4186,22.33333333333333,10.1023,7.263000000000001,17.3653,5.398666666666666,0.5737045
2022-01-02 05:00:00,13.77888,21.25,9.612433333333334,7.429666666666667,17.042133333333336,4.825666666666667,0.664264
2022-01-02 06:00:00,11.601102,11.5,21.933,8.6939,32.386849999999995,3.114,0.7548235
2022-01-02 07:00:00,14.0,17.0,21.4865,10.631225,26.898825,2.9086666666666665,0.845383
2022-01-02 08:00:00,12.15041,16.0,26.381833333333333,12.1673,32.22095,3.061666666666667,0.765383
2022-01-02 09:00:00,13.722396,24.666666666666668,16.3976,14.341466666666667,28.779375,4.133666666666667,0.7322517500000001
2022-01-02 10:00:00,13.20791,21.666666666666668,15.917875,12.05305,27.970925,8.186,0.6991205
2022-01-02 11:00:00,14.170044,22.0,11.29985,12.252333333333333,21.866625,12.54,0.66598925
2022-01-02 12:00:00,13.459132,20.75,8.37865,8.7823,17.16095,21.026666666666667,0.632858
2022-01-02 13:00:00,9.8,17.5,5.0801750000000006,9.166233333333333,12.665275,18.630000000000003,0.5997267500000001
2022-01-02 14:00:00,16.63644,17.75,3.9754,8.715166666666667,12.690566666666667,20.11,0.5665955
2022-01-02 15:00:00,13.490216,18.0,4.9172,9.845925,14.763175,16.03,0.53346425
2022-01-02 16:00:00,14.603280000000002,19.75,4.78285,11.076975,15.8598,18.046666666666667,0.500333
2022-01-02 17:00:00,14.098919999999998,21.666666666666668,9.24135,15.86655,25.10785,10.953333333333331,0.57165
2022-01-02 18:00:00,15.1736,21.0,14.349975,20.22635,34.576325000000004,7.039000000000001,0.818883
2022-01-02 19:00:00,18.460975,21.666666666666668,30.08345,22.811525000000003,52.894975,2.277,1.64393
2022-01-02 20:00:00,18.20848,24.5,33.64215,18.977766666666668,54.252875,2.287333333333333,1.60672
2022-01-02 21:00:00,20.12241,25.25,47.409025,18.005625000000002,65.41465,1.6038666666666668,2.05922
2022-01-02 22:00:00,21.238844,35.5,45.3657,14.5653,75.33654999999999,1.6025666666666665,2.02958
2022-01-02 23:00:00,25.75,29.33333333333333,41.7223,15.6699,50.703500000000005,1.6766,1.38517
2022-01-03 00:00:00,24.25,33.5,42.5323,13.817666666666668,72.09805,1.4829333333333334,1.04732
2022-01-03 01:00:00,17.5,31.5,58.2434,11.027125,69.27052499999999,1.5179,1.23837
2022-01-03 02:00:00,19.870158,27.75,54.477225,10.952733333333333,63.814675,1.419166666666667,0.915283
2022-01-03 03:00:00,19.86522,27.75,40.93105,10.846233333333332,49.98685,1.429633333333333,0.5382
2022-01-03 04:00:00,20.34,28.0,43.210275,9.795933333333332,51.060725,1.4582999999999997,0.6919775
2022-01-03 05:00:00,21.02198,30.0,53.47845,9.460933333333331,61.397875,1.4612666666666667,0.845755
2022-01-03 06:00:00,23.33274,27.25,63.922425,12.226033333333334,74.40045,1.483766666666667,0.9995325
2022-01-03 07:00:00,26.81008,45.0,73.272625,10.4426,83.71525,1.6096,1.15331
2022-01-03 08:00:00,30.508460000000003,48.25,112.08343333333332,14.50175,116.85705,2.318,2.04425
2022-01-03 09:00:00,30.178,56.25,68.97915,21.540275,90.519675,5.179666666666667,1.37055
2022-01-03 10:00:00,27.328480000000003,51.25,44.797375,28.67185,73.4692,12.086666666666666,1.14375
2022-01-03 11:00:00,30.301125,39.5,25.163766666666664,25.60303333333333,50.76676666666666,16.926666666666666,0.763133
2022-01-03 12:00:00,29.056040000000003,42.25,12.487466666666668,15.115466666666665,27.602966666666664,20.37,0.428367
2022-01-03 13:00:00,14.857740000000002,46.5,12.468133333333334,12.880566666666668,25.34873333333333,20.88,0.414767
2022-01-03 14:00:00,17.6994,25.33333333333333,11.657466666666666,13.0806,24.738100000000003,19.96333333333333,0.401167
2022-01-03 15:00:00,14.7151925,19.666666666666668,15.58335,14.483425,30.066825,18.366666666666664,0.387567
2022-01-03 16:00:00,15.91252,22.75,13.755225,11.2991,25.054275,16.773333333333333,0.373967
2022-01-03 17:00:00,14.39716,27.75,14.799975,13.253425,28.053400000000003,14.186666666666667,0.6114313333333333
2022-01-03 18:00:00,17.00444,29.75,22.0033,21.758666666666667,39.792100000000005,11.243333333333334,0.8488956666666667
2022-01-03 19:00:00,21.3904,33.5,33.792075,21.96605,55.7581,9.05,1.08636
2022-01-03 20:00:00,21.44718,48.333333333333336,44.579225,21.037133333333333,69.93107499999999,6.114000000000001,2.13915
2022-01-03 21:00:00,23.5599,31.5,36.987925,19.587575,56.575475,4.159,1.5328
2022-01-03 22:00:00,22.61828,41.25,39.533375,18.565025,58.0984,2.345,1.48112
2022-01-03 23:00:00,21.91332,32.5,31.242525,16.524625,47.767175,2.239666666666667,1.41787
2022-01-04 00:00:00,23.0642,30.25,29.709925,14.722075,44.432,2.408333333333333,1.15697
2022-01-04 01:00:00,19.34578,30.75,27.816575,12.670225,40.486775,1.8293333333333333,0.964119
2022-01-04 02:00:00,17.02064,25.75,32.389325,11.46965,43.85895,2.4090000000000003,0.807233
2022-01-04 03:00:00,18.74526,28.25,26.097375,10.88685,36.984225,2.7293333333333334,0.6519
2022-01-04 04:00:00,22.130360000000003,34.333333333333336,34.746475000000004,11.598025,46.3445,1.8283333333333331,0.6552
2022-01-04 05:00:00,21.09148,30.5,39.770625,13.1037,52.874325,1.7556666666666665,0.578067
2022-01-04 06:00:00,31.0,35.75,22.7954,13.79165,64.43506666666666,2.058333333333333,1.45248
2022-01-04 07:00:00,35.0,55.333333333333336,33.6708,15.566125,45.7127,2.344333333333333,2.84203
2022-01-04 08:00:00,37.0,54.25,68.00315,16.6064,82.16040000000001,3.0576666666666665,2.5134
2022-01-04 09:00:00,35.75,41.0,48.98993333333333,18.03895,81.10300000000001,7.438666666666667,1.95642
2022-01-04 10:00:00,25.25,39.333333333333336,25.403433333333336,21.22853333333333,46.632000000000005,13.63,0.996583
2022-01-04 11:00:00,24.9489,35.75,14.384966666666667,14.9837,29.3687,19.87,0.81
2022-01-04 12:00:00,19.63424,33.5,12.509833333333331,13.8747,26.384533333333334,26.05333333333333,0.853817
2022-01-04 13:00:00,16.45486,35.25,11.480066666666668,15.54503333333333,27.025066666666664,26.16,0.778683
2022-01-04 14:00:00,15.871100000000002,34.5,10.03975,15.1155,28.5018,25.166666666666668,0.88465
2022-01-04 15:00:00,18.041425,37.25,13.498025,15.531466666666669,33.52883333333333,22.55666666666667,0.888217
2022-01-04 16:00:00,16.4864,37.333333333333336,15.271575,12.0754,36.462700000000005,20.27,0.976881
2022-01-04 17:00:00,16.837575,36.75,28.029275,19.55015,47.579425,17.14,1.38807
2022-01-04 18:00:00,19.887475,37.0,30.768225,22.07325,52.841475,13.536666666666669,1.8507
2022-01-04 19:00:00,19.91029,36.75,35.412949999999995,23.89285,59.305775,11.07,2.2029
2022-01-04 20:00:00,19.53582,41.333333333333336,31.5835,23.0214,54.604925,10.4,1.82865
2022-01-04 21:00:00,23.5,44.0,31.151775,20.2556,51.40735,8.565,1.62185
2022-01-04 22:00:00,23.23614,39.5,26.799325,18.82325,45.622575,5.674,1.63052
2022-01-04 23:00:00,21.73015,37.5,19.0632,16.910825,35.974,4.4,1.33305
2022-01-05 00:00:00,21.577125,32.25,16.84085,16.012525,32.853350000000006,3.506,1.06975
2022-01-05 01:00:00,20.921125,33.25,12.0377,14.19895,26.23665,2.0675,0.785083
2022-01-05 02:00:00,21.45182,35.75,18.22133333333333,13.410466666666666,31.631833333333333,1.9575,0.681733
2022-01-05 03:00:00,23.17494,30.5,13.352675,13.153925,26.5066,2.246,0.469367
2022-01-05 04:00:00,21.97156,32.5,15.9669,12.791725,28.75865,2.335,0.526915
2022-01-05 05:00:00,21.5088,31.75,23.023875,12.836225,35.8601,2.441,0.512933
2022-01-05 06:00:00,23.83866,36.25,41.73505,14.9578,56.692875,2.7823333333333333,0.884017
2022-01-05 07:00:00,28.43334,50.333333333333336,29.231,16.6549,66.59133333333334,2.539,1.90797
2022-01-05 08:00:00,25.32346,49.0,66.4924,16.020400000000002,66.77493333333332,3.232666666666667,2.2593
2022-01-05 09:00:00,23.45882,42.75,65.09853333333332,21.962775,86.83673333333333,8.295333333333334,1.68303
2022-01-05 10:00:00,23.16468,35.5,28.57443333333333,17.8545,46.42893333333333,18.69333333333333,1.13158
2022-01-05 11:00:00,20.78835,33.0,12.72775,15.694675,28.42245,21.6,0.687083
2022-01-05 12:00:00,18.9396,36.75,10.274633333333332,18.3445,28.61913333333333,28.56,0.65935
2022-01-05 13:00:00,19.52088,33.75,11.6582,21.6286,33.2868,34.099999999999994,1.00957
2022-01-05 14:00:00,22.47325,35.5,5.36225,18.9637,24.32595,33.7,0.876583
2022-01-05 15:00:00,22.92606,38.25,7.413125,20.19855,27.61165,27.455,0.844283
2022-01-05 16:00:00,24.22808,39.75,12.9008,24.6209,37.5217,24.445,1.10139
2022-01-05 17:00:00,21.45528,32.25,16.157175000000002,16.125425,32.2826,18.506666666666664,0.395933
2022-01-05 18:00:00,18.0512,34.666666666666664,16.210375,18.146175,34.356525,15.273333333333332,0.775667
2022-01-05 19:00:00,18.90936,40.0,18.340725,21.249375,39.5901,11.96,0.869725
2022-01-05 20:00:00,21.75198,43.0,23.6991,22.474125,46.173225,9.806666666666668,0.963783
2022-01-05 21:00:00,22.9366,38.25,26.585575,22.088025,48.673575,9.716666666666669,1.15787
2022-01-05 22:00:00,22.97736,49.66666666666666,23.37735,18.09785,41.4752,10.19,1.63113
2022-01-05 23:00:00,19.25276,36.75,18.300675,15.85055,34.1512,9.315,1.50732
2022-01-06 00:00:00,20.1347,30.75,13.0701,13.513775,26.5839,7.889333333333333,1.00325
2022-01-06 01:00:00,21.018700000000003,35.0,12.9446,13.728633333333336,26.67323333333333,5.4670000000000005,0.775237
2022-01-06 02:00:00,17.02082,37.75,10.106333333333334,12.022533333333334,22.128833333333333,5.3965,0.5243
2022-01-06 03:00:00,21.25,31.75,10.3437,11.8797,22.22343333333333,3.3115,0.391633
2022-01-06 04:00:00,20.81256,29.5,8.65215,12.245325,20.897475,2.8783333333333334,0.641532
2022-01-06 05:00:00,22.77148,32.5,20.797725,14.697725000000002,35.495450000000005,1.6773333333333331,0.891431
2022-01-06 06:00:00,22.89048,39.333333333333336,38.39725,16.811725000000003,55.208975,1.5896333333333337,1.14133
2022-01-06 07:00:00,24.75892,40.333333333333336,51.5709,18.353725,69.92474999999999,1.8513666666666664,1.41254
2022-01-06 08:00:00,23.91656,44.0,61.093250000000005,18.04735,79.14055,2.1213,1.40737
2022-01-06 09:00:00,28.96248,35.0,50.5609,17.824875,68.385775,4.192333333333333,1.19282
2022-01-06 10:00:00,30.10424,49.25,36.112225,17.593674999999998,53.7059,12.589999999999998,1.2839
2022-01-06 11:00:00,31.130225,49.25,32.21855,21.40785,53.62635,19.7,1.11762
2022-01-06 12:00:00,28.74112,40.333333333333336,21.634,27.29215,48.92615,18.8,0.9244
2022-01-06 13:00:00,26.2447,43.5,12.18265,30.63185,42.81445,17.9,0.77783
2022-01-06 14:00:00,21.335766666666668,45.333333333333336,12.620375,28.411066666666667,42.3805,21.105,1.29652
2022-01-06 15:00:00,24.30448,36.0,12.7391,26.000225,38.739325,13.3,0.790033
2022-01-06 16:00:00,25.5,38.5,23.879966666666665,27.780375,82.6163,13.3,1.81595
2022-01-06 17:00:00,27.25,38.0,42.07345,22.31175,64.38535,4.295,2.04838
2022-01-06 18:00:00,32.5,39.25,50.111325,23.90685,74.018125,2.418333333333333,2.50092
2022-01-06 19:00:00,27.86046,35.25,53.9388,23.058775,76.99770000000001,2.2006666666666668,3.48622
2022-01-06 20:00:00,28.75,35.0,54.667225,22.523575,77.19097500000001,2.151333333333333,2.86448
2022-01-06 21:00:00,26.29898,23.33333333333333,43.218575,21.15305,64.37165,1.8011666666666668,1.67233
2022-01-06 22:00:00,21.6029,31.75,42.6355,20.4014,63.0369,1.9533333333333327,1.36331
2022-01-06 23:00:00,19.59926,25.75,39.6866,19.525825,59.2124,1.8866666666666667,1.20477
2022-01-07 00:00:00,16.238785999999998,18.666666666666668,25.277,17.2876,42.5646,2.095333333333333,1.04623
2022-01-07 01:00:00,13.318457999999998,22.25,20.364575,16.100825,36.4654,3.3443333333333336,0.855534
2022-01-07 02:00:00,11.079082,17.0,20.403966666666665,15.019433333333334,35.4234,6.164000000000001,0.753567
