fecha_hora,pm25,pm10,no,no2,nox,ozono,co
2021-01-01 00:00:00,27.529380000000003,34.5,6.93035,8.505700000000001,15.43605,8.6,0.781
2021-01-01 01:00:00,39.25768,41.0,4.0674,7.0327,11.1001,9.945666666666666,0.6812
2021-01-01 02:00:00,33.65018,47.75,3.96705,8.06575,12.0328,7.219333333333334,0.5385
2021-01-01 03:00:00,27.07638,37.0,3.3863000000000003,9.1142,12.5005,5.948666666666667,0.55
2021-01-01 04:00:00,25.37104,33.75,6.18305,12.253,18.43605,3.855,0.4721
2021-01-01 05:00:00,22.84242,26.0,8.14695,11.8003,19.9472,3.135,0.6172666666666666
2021-01-01 06:00:00,23.28126,34.0,11.95705,11.7395,23.69655,2.050666666666667,0.7624333333333333
2021-01-01 07:00:00,26.5493,35.75,16.991666666666667,10.613933333333334,27.6056,2.2177666666666664,0.9076
2021-01-01 08:00:00,22.68362,40.75,12.067533333333332,11.1668,22.187933333333334,4.800666666666666,1.121
2021-01-01 09:00:00,23.48368,28.5,7.044533333333334,8.440833333333332,14.8939,9.987666666666668,0.853
2021-01-01 10:00:00,23.00412,35.25,4.973166666666667,9.682666666666668,15.31815,13.77,0.6553
2021-01-01 11:00:00,20.60256,35.5,4.94635,14.4806,15.5232,19.24,0.594
2021-01-01 12:00:00,17.427075000000002,25.0,3.8179,6.74995,10.56775,24.113333333333333,0.498
2021-01-01 13:00:00,16.22216,28.33333333333333,2.70185,3.2117,5.9136,28.9,0.4577
2021-01-01 14:00:00,16.50822,29.75,1.2593,5.2234,6.4827,36.39666666666667,0.4518
2021-01-01 15:00:00,16.51988,28.666666666666668,2.30605,4.3252500000000005,6.5521,40.77,0.4493
2021-01-01 16:00:00,15.28314,26.75,3.3528,3.4271000000000003,6.6215,28.993333333333336,0.3859
2021-01-01 17:00:00,12.275502,15.0,3.01145,1.1195,6.2875,19.92,0.4447
2021-01-01 18:00:00,12.25106,18.666666666666668,4.2405,8.0529,11.60865,14.484333333333334,0.4994
2021-01-01 19:00:00,15.816059999999998,11.5,8.8825,11.61405,20.49655,8.019666666666668,0.5944
2021-01-01 20:00:00,16.800159999999998,38.333333333333336,9.9675,13.20715,23.1746,8.120666666666667,0.6894
2021-01-01 21:00:00,17.7208,30.5,10.25785,13.84705,24.1049,4.728333333333333,0.6906
2021-01-01 22:00:00,19.1382,25.5,5.970233333333333,14.46765,18.2474,4.426566666666667,0.6918
2021-01-01 23:00:00,20.64336,22.75,12.804033333333336,13.868866666666667,26.6729,3.602533333333333,0.6954
